APPLICATION_ID,ACTIVITY,ADMINISTERING_IC,APPLICATION_TYPE,ARRA_FUNDED,AWARD_NOTICE_DATE,BUDGET_START,BUDGET_END,CFDA_CODE,CORE_PROJECT_NUM,ED_INST_TYPE,FOA_NUMBER,FULL_PROJECT_NUM,FUNDING_ICs,FUNDING_MECHANISM,FY,IC_NAME,NIH_SPENDING_CATS,ORG_CITY,ORG_COUNTRY,ORG_DEPT,ORG_DISTRICT,ORG_DUNS,ORG_FIPS,ORG_IPF_CODE,ORG_NAME,ORG_STATE,ORG_ZIPCODE,PHR,PI_IDS,PI_NAMEs,PROGRAM_OFFICER_NAME,PROJECT_START,PROJECT_END,PROJECT_TERMS,PROJECT_TITLE,SERIAL_NUMBER,STUDY_SECTION,STUDY_SECTION_NAME,SUBPROJECT_ID,SUFFIX,SUPPORT_YEAR,DIRECT_COST_AMT,INDIRECT_COST_AMT,TOTAL_COST,TOTAL_COST_SUB_PROJECT
9750557,U18,DP,5,N,6/24/2019,9/30/2019,9/29/2020,945,U18DP006120,,RFA-DP-15-001,5U18DP006120-05,NCCDPHP:446475\,OTHER RESEARCH-RELATED,2019,NATIONAL CENTER FOR CHRONIC DISEASE PREV AND HEALTH PROMO,,CHICAGO,UNITED STATES,,7,5436803,US,6144650,NORTHWESTERN UNIVERSITY AT CHICAGO,IL,606113152,"PUBLIC HEALTH RELEVANCE: Diabetes is a major and growing component of healthcare spending, and complications of diabetes are a major contributor to early morbidity and death, yet many complications can be avoided or deferred with early diagnosis and treatment. This study will examine the effects of Medicaid expansion by some states, under the Affordable Care Act, on diabetes diagnosis, treatment, and diabetes-related health outcomes, using state-of-the-art methods for causal inference. The findings will be of immediate relevance to state and federal policymakers, when considering how to structure Medicaid programs, and whether these programs need to go beyond simply making diagnosis and treatment available, toward more proactive outreach to patients to encourage compliance.",10752448 (contact); 9043812; ,"BLACK, BERNARD S (contact); KHO, ABEL N;",,9/30/2015,9/29/2020,,"Effect of ACA Medicaid Expansion on Diabetes: Diagnosis, Treatment, Patient Compliance, and Health Outcomes",6120,ZDP1,Special Emphasis Panel ,,,5,,,446475,
9768248,I01,VA,5,N,8/27/2019,10/1/2019,9/30/2020,999,I01RX002275,,RFA-RX-16-003,5I01RX002275-04,,Non-SBIR/STTR RPGs,2019,Veterans Affairs,,CLEVELAND,UNITED STATES,,14,93016124,US,481118,LOUIS STOKES CLEVELAND VA MEDICAL CENTER,OH,441413204,"The objective of this project is to design, fabricate and evaluate a new, muscle-driven ambulatory assist system suitable for clinical testing in the home and community environments that maximizes the functional mobility of individuals with paraplegia. The ?hybrid? system we propose derives the primary motive power for walking by eliciting relatively short bursts of high intensity contractions from the otherwise paralyzed muscles with electrical stimulation, and combines it with just enough external assistance from small, lightweight motors at the hip and knee joints to ensure consistent stepping and curb/ramp ascent/descent. Unlike other powered exoskeletons, our ?muscle-first? design adds to the maximal contributions of user, rather than backing off total assistance from external sources as voluntary effort is applied. Active plantarflexion elicited by stimulating the triceps surae, a major source of propulsive power ignored in all other systems, will also contribute to walking speeds/distances that exceed those of robotic exoskeletons for truly functional community ambulation.",9471942; ,"KOBETIC, RUDI ;",,10/1/2016,9/30/2020,Acceleration; Address; Ankle; Back; Ballistics; base; body system; Cardiovascular Deconditioning; Cellular Phone; Chest; Clinical; Communities; Computer software; Contracts; design; Devices; Disuse Atrophy; Electric Stimulation; Electronics; Ensure; Environment; Exercise; exercise rehabilitation; Exhibits; exoskeleton; falls; femoral nerve; Floor; foot; Fright; Gait; gait rehabilitation; Gait speed; Hip Joint; Hip region structure; Home environment; Hybrids; Implant; improved; Individual; Intervention; Intuition; Joints; kinematics; Kinetics; Knee; Knee joint; Laboratories; Life; Life Style; light weight; limb movement; Limb structure; Location; Lower Extremity; Mechanics; Mediation; Motion; Motor; Muscle; neural implant; Neuromechanics; neuromuscular; neuroprosthesis; novel; operation; Paralysed; Paraplegia; Performance; Phase; Physiological; Power Sources; Power Walking; Publishing; Quality of life; Ramp; recruit; Rehabilitation therapy; Reporting; research clinical testing; response; Rest; Risk; Robot; robot exoskeleton; Safety; Self-Help Devices; sensor; Shapes; social; Societies; Source; Speed; Spinal cord injury; Structure; Supervision; Surface; System; Testing; Thoracic spinal cord structure; Toes; Torque; Triceps Brachii Muscle; Variant; Veterans; volunteer; Walking; walking speed; Weight; Weight-Bearing state; ,Hybrid neuroprosthesis with power assist for walking in SCI,2275,RRD5,Rehabilitation Engineering & Prosthetics/Orthotics  ,,,4,,,,
9773863,U01,EH,5,N,7/22/2019,9/30/2019,9/29/2020,70,U01EH001295,,RFA-EH-15-001,5U01EH001295-05,NCEH:192500\,Non-SBIR/STTR RPGs,2019,NATIONAL CENTER FOR ENVIRONMENTAL HEALTH,,ST. PAUL,UNITED STATES,,4,804887321,US,5359901,MINNESOTA STATE DEPT OF HEALTH,MN,551552538,"PUBLIC HEALTH RELEVANCE: Foodborne illness has been, and continues to be, a tremendously important public health problem in Minnesota. Case-control studies have implicated eating at restaurants as a source of non-outbreak-associated infections with several disease agents (e.g., Salmonella, Campylobacter, and E. coli O157:H7). These studies, along with the substantial burden of foodborne illness outbreaks associated with commercial food establishments, were primary reasons for the formation of the Environmental Health Specialist Network (EHS-Net). Foodborne outbreaks associated with commercial food establishments still occur commonly. In the last 15 years, EHS-Net has made great strides in characterizing and publishing contributing factors and antecedents to foodborne illness in these establishments. The Minnesota Department proposes to synthesize completed EHS-Network; conduct additional contributing factor and antecedent studies; and, develop, implement, and evaluate intervention studies at commercial food establishments.",9813263; ,"SMITH, KIRK ;",,9/30/2015,9/29/2020,,Environmental Health Specialist Network,1295,ZEH1,Special Emphasis Panel ,,,5,,,192500,
9775422,K08,HS,5,N,9/9/2019,9/30/2019,9/29/2020,225,K08HS025461,SCHOOLS OF MEDICINE,PA-17-232,5K08HS025461-02,AHRQ:27000\,OTHER RESEARCH-RELATED,2019,AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,,SEATTLE,UNITED STATES,INTERNAL MEDICINE/MEDICINE,7,605799469,US,9087701,UNIVERSITY OF WASHINGTON,WA,981959472,"PROJECT NARRATIVE High-need, high-cost patients (HNHC) experience poor coordination of care, a key driver of increased cost and utilization. Healthcare organizations and policymakers are investing in care coordination interventions that combine broad approaches (health information exchanges) and specific coordinating activities (care plans) to fix the fragmented care HNHC patients receive, but the evidence for these approaches is limited. This proposal takes advantage of a natural experiment in Washington State to understand the impact of health information exchange- enabled care plans to coordinate care for HNHC patients.",14203552; ,"REDDY, ASHOK ;","WILLIS, TAMARA",9/30/2018,9/29/2023,,"Understanding the Impact of Health Information Exchange-Enabled Care Plans to Coordinate Care among High-Need, High-Cost Patients",25461,HCRT,HSR Health Care Research Training SS ,,,2,,,27000,
9778807,K08,HS,5,N,9/4/2019,9/30/2019,9/29/2020,226,K08HS023681,SCHOOLS OF MEDICINE,PA-13-180,5K08HS023681-05,AHRQ:146739\,OTHER RESEARCH-RELATED,2019,AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,,DURHAM,UNITED STATES,OTHER CLINICAL SCIENCES,1,44387793,US,2221101,DUKE UNIVERSITY,NC,277054673,"PUBLIC HEALTH RELEVANCE: There remains no tested set of prioritized quality measures in palliative care to guide best practices in the field. I, under the guidance of my mentors, will analyze the first national registry of quality measures in palliative care to understand which measures, when adhered to, improve patient-centered and health system outcomes of importance.",10508853; ,"KAMAL, ARIF ;","WILLIS, TAMARA",9/30/2015,9/29/2020,,Which palliative care quality measures improve patient-centered outcomes?,23681,HCRT,HSR Health Care Research Training SS ,,,5,,,146739,
9781202,I21,VA,1,N,8/21/2019,10/1/2019,9/30/2020,999,I21RX003165,,RFA-RX-19-003,1I21RX003165-01,,RESEARCH CENTERS,2019,Veterans Affairs,,LOS ANGELES,UNITED STATES,,33,66689118,US,481012,VA GREATER LOS ANGELS HEALTHCARE SYSTEM,CA,900731003,"Although the VA is making considerable progress in providing permanent housing for homeless Veterans, it is increasingly clear that full community reintegration does not automatically arise once housing is provided. We currently know very little about the types, severity, and causes of problems in community reintegration that recently-housed Veterans (RHVs) experience, and traditional clinical measures of integration fail to capture the unique problems they encounter. We therefore propose to go beyond traditional assessment methods and evaluate the feasibility of digital phenotyping (DP) via mobile smartphone technology to assess community integration in RHVs with SMIs. We will use collect active (Ecological Momentary Assessment [EMA] of social contact) and passive (Global Positioning System measures of mobility in the community) DP indices over a 7- day period, in an effort to obtain more fine-grained, ecologically valid information than traditional cross- sectional measures. This information is essential for developing new reintegration-focused interventions.",1893429; ,"GREEN, MICHAEL F.;",,10/1/2019,9/30/2021,Address; adherence rate; Algorithms; Award; base; Case Manager; Cellular Phone; Clinical; clinical application; Clinical assessments; Code; Collection; Communities; Community Integration; community reintegration; Community Surveys; Complex; Cues; Data; Data Collection; digital; Ecological momentary assessment; Emotions; Evaluation; experience; Failure; Failure to Thrive; Focus Groups; follow-up; Future; Global Positioning System; Goals; Grain; Health Personnel; High Prevalence; Home environment; Homelessness; Hour; Housing; Independent Living; indexing; Individual; innovation; Intervention; Interview; Location; Los Angeles; Measures; Methods; mobile computing; Modality; novel; Outcome; Participant; Phase; Phenotype; Population; Procedures; programs; Qualitative Evaluations; Qualitative Methods; recidivism; Recommendation; Recovery; Reporting; Research; Sampling; sensor; Services; severe mental illness; Severities; social; Social Functioning; statistics; Structure; supported housing; Surveys; System; Technology; Telephone; Thinking; Time; Treatment Failure; treatment services; U.S. Department of Housing and Urban Development; usability; Veterans; Visit; Work; ,Feasibility of Mobile Technology-Based Assessments of Community Reintegration in Homeless Veterans,3165,RRDS,Rehabilitation Research and Development SPiRE Program ,,,1,,,,
9782880,R01,HS,5,N,9/9/2019,9/30/2019,9/29/2020,226,R01HS025690,SCHOOLS OF MEDICINE,PA-17-008,5R01HS025690-03,AHRQ:499472\,Non-SBIR/STTR RPGs,2019,AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,,Los Angeles,UNITED STATES,INTERNAL MEDICINE/MEDICINE,37,72933393,US,7636101,UNIVERSITY OF SOUTHERN CALIFORNIA,CA,900890701,"Project Narrative Infections occurring in hospitals, including the dreaded C. difficile colitis, are major causes of injury and death to patients. National priorities are focusing around finding new, more reliable ways to prevent these deadly infections. We are testing a cutting edge disinfection technology that has great promise to much more effectively disinfect hospital rooms, resulting in prevention of infections in hospitals.",7647557; ,"SPELLBERG, BRAD J;","GRAY, DARRYL T",9/30/2017,9/29/2021,,The Surface of Hospitals Intensive Environmental Load Disinfection (SHIELD) Study,25690,HSQR,Healthcare Patient Safety and Quality Improvement Research ,,,3,,,499472,
9783694,U01,CE,5,N,8/27/2019,9/30/2019,9/29/2020,136,U01CE002880,,RFA-CE-17-002,5U01CE002880-03,NCIPC:549555\,Non-SBIR/STTR RPGs,2019,NATIONAL CENTER FOR INJURY PREVENTION AND CONTROL,,SEATTLE,UNITED STATES,,7,48682157,US,1531401,SEATTLE CHILDREN'S HOSPITAL,WA,981053901,"PROJECT NARRATIVE The goal of this project is to refine and pilot an intervention called ?One Team? to shift the culture of safety in youth sport using pre-game Safety Huddles with all key stakeholders (athletes, parents, coaches and referees). We believe that this intervention will decrease the rate of dangerous collisions and increase the rate of concussion reporting, thus impacting both primary and secondary prevention of concussion. We have engaged with a broad range of national and regional youth sports organizations to develop this proposal, and we will continue to partner with them throughout the project in order to ensure that this intervention will be successful in a diverse array of sport contexts.",12093027; 11919057 (contact); ,"CHRISMAN, SARA P.D.; KROSHUS, EMILY GRACE (contact);",,9/30/2017,9/29/2020,,One Team: Changing the culture of youth sport,2880,ZCE1,Special Emphasis Panel ,,,3,,,549555,
9784715,R18,HS,5,N,9/6/2019,9/30/2019,9/29/2020,226,R18HS025651,SCHOOLS OF MEDICINE,PA-16-420,5R18HS025651-03,AHRQ:395207\,OTHER RESEARCH-RELATED,2019,AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,,PHILADELPHIA,UNITED STATES,EMERGENCY MEDICINE,3,53284659,US,4050801,THOMAS JEFFERSON UNIVERSITY,PA,191075125,"Project Narrative Over one third of patients treated in the emergency department (ED) are discharged without a definitive diagnosis, and physicians-in-training report challenges communicating with patients about diagnostic uncertainty at the time of ED discharge. This research will use simulation based mastery learning (SBML), a competency-based educational approach, to educate trainees and establish competency in effective communication around diagnostic uncertainty at the time of ED discharge. Findings from this research have potential to significantly impact the training and competency of physicians in navigating safe and effective discharge communication to promote safe transitions of care.",8921486; ,"RISING, KRISTIN LAURA;","HAUGSTETTER, MONIKA",9/30/2017,9/29/2020,,Promoting safe care transitions: Simulation-based mastery learning to improve communication in times of diagnostic uncertainty,25651,HSQR,Healthcare Patient Safety and Quality Improvement Research ,,,3,,,395207,
9784716,K08,HS,5,N,8/27/2019,9/30/2019,9/29/2020,226,K08HS025781,,PA-17-232,5K08HS025781-02,AHRQ:153824\,OTHER RESEARCH-RELATED,2019,AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,,BOSTON,UNITED STATES,,7,76593722,US,1504801,BOSTON CHILDREN'S HOSPITAL,MA,21155724,"PROJECT NARRATIVE Up to 250,000 patients may die each year in the United States as a result of medical errors, making them a leading cause of death nationwide. Although patients and families can provide critically important information on hospital safety, patient and family safety reporting has not yet been widely operationalized in hospitals. By coproducing with parents, physicians, nurses, and hospital leaders a feasible, acceptable, and well-used system for patient and family safety reporting, our project has the potential to inform safety promotion efforts and improve the safety and quality of hospital care nationwide.",11465815; ,"KHAN, ALISA ;","HSIEH, CHINGHUI",9/30/2018,9/29/2020,,Family Activation and Communication about Errors and Safety (FACES),25781,HCRT,HSR Health Care Research Training SS ,,,2,,,153824,
9785383,R13,HS,5,N,9/10/2019,9/30/2019,9/29/2020,226,R13HS026663,,PA-16-453,5R13HS026663-02,AHRQ:48511\,OTHER RESEARCH-RELATED,2019,AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,,SALT LAKE CITY,UNITED STATES,,2,808498885,US,2463901,NATIONAL ASSOCIATION OF HEALTH DATA ORGS,UT,841112135,"Statewide Hospital Discharge Databases (HDDBs) and All-Payer Claims Databases (APCDs) capture system-wide data designed for broad public uses, such as population health and system performance and, as such, play a unique role in the nation?s data ecosystem. However, agencies maintaining these data vary in their capabilities to respond to growing demands to produce information for price and quality transparency and public health surveillance. NAHDO proposes a three-year series of focused educational activities to address priority issues affecting these reporting initiatives with the intent to promote uniformity and comparability of data and information across states and improve the utility of these data.",9320303; ,"LOVE, DENISE ELAINE;","FREEMAN, WILLIAM",9/30/2018,9/29/2021,,"Improving the Utility and Comparability of Health Care Data for Health Services Research, Policy Decisions and Transparency Reports",26663,HSVR,Healthcare Systems and Values Research ,,,2,,,48511,
9786178,U01,GH,5,N,8/15/2019,9/30/2019,9/29/2020,67,U01GH002143,SCHOOLS OF VETERINARY MEDICINE,RFA-GH-16-006,5U01GH002143-04,NCIRD:1208340\ODCDC:3494866\,Non-SBIR/STTR RPGs,2019,Center for Global Health,,PULLMAN,UNITED STATES,VETERINARY SCIENCES,5,41485301,US,9082001,WASHINGTON STATE UNIVERSITY,WA,991641060,"Project Narrative WSU will use population-based disease platforms and other surveillance methodologies to investigate the burden and risk factors of endemic and emerging priority diseases and antimicrobial resistance in Kenya. We will assess the perceptions of diseases and treatment options, as well as behaviors that may affect transmission, and determine the economic burden of disease and interventions. The outcome of this project will be better understanding of the level and risk map of these threats, and development of effective interventions that result in improvement of the health of Kenyan people and reduction in global health threats.",1975552; ,"NJENGA, M KARIUKI;",,9/30/2016,9/29/2021,,GH16-006: Conducting Communicable Disease Research in Kenya,2143,ZGH1,Special Emphasis Panel ,,,4,,,4703206,
9787473,R21,HS,5,N,9/16/2019,9/30/2019,9/29/2020,226,R21HS026058,,PA-17-246,5R21HS026058-02,AHRQ:127040\,Non-SBIR/STTR RPGs,2019,AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,,RIVERSIDE,UNITED STATES,,41,627797426,US,577506,UNIVERSITY OF CALIFORNIA RIVERSIDE,CA,925210001,"NARRATIVE The overarching goal of our proposal is to revolutionize mental health intervention by providing a model for evidence-based technological tools to enhance and sustain mental health treatment. We propose to develop and evaluate a technological system that will deliver, reinforce, and sustain treatment for adolescents with Attention Deficit Hyperactivity Disorder (ADHD).",9249460; ,"LAKES, KIMBERLEY DAWN;","BERNSTEIN, STEVE",9/30/2018,9/29/2020,,The CoolCraig App: Promoting Health by Improving Self-Regulation in Adolescents with ADHD,26058,HITR,Healthcare Information Technology Research ,,,2,,,127040,
9787477,U18,HS,5,N,9/13/2019,9/30/2019,9/29/2020,226,U18HS025920,,RFA-HS-17-010,5U18HS025920-03,AHRQ:1125617\,OTHER RESEARCH-RELATED,2019,AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,,SANTA MONICA,UNITED STATES,,33,6914071,US,6856101,RAND CORPORATION,CA,904013208,"PROJECT NARRATIVE This project will advance public health by developing new CAHPS survey items for end-of-life care, shared decision-making, care coordination, patient engagement, and patient safety, promoting use of CAHPS surveys by implementing and evaluating an interactive database tool designed to assist with the assembly of CAHPS surveys, creating parsimonious variants of CAHPS surveys, evaluating alternative methods of data collection designed to improve response rates, enhancing the collection and use of patient narrative data in reports about health care, and assessing the impact of CAHPS surveys and reports on quality improvement efforts and patient experiences with care.",1861812; ,"HAYS, RONALD DALE;","GINSBERG, CAREN",9/30/2017,9/29/2022,,Consumer Assessment of Healthcare Providers and Systems V (CAHPS V),25920,ZHS1,Special Emphasis Panel ,,,3,,,1125617,
9788232,K12,HS,5,N,9/10/2019,9/30/2019,9/29/2020,226,K12HS026383,SCHOOLS OF MEDICINE,RFA-HS-17-012,5K12HS026383-02,AHRQ:714937\,OTHER RESEARCH-RELATED,2019,AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,,SAN FRANCISCO,UNITED STATES,PUBLIC HEALTH & PREV MEDICINE,12,94878337,US,577508,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,941186215,"PROJECT NARRATIVE UCSF and UCSF Health is proposing a 5-year K12 program to support the career development of scientists who conduct patient-centered outcomes research within learning health systems. Scholars complete 2-3 years of training including mentored research, education and experiential learning in 2 health systems to achieve LHS competencies.",2056945 (contact); 9259033; ,"GONZALES, RALPH  (contact); SARKAR, URMIMALA ;","HSIEH, CHINGHUI",9/30/2018,9/29/2023,,UCSF Learning Health System K12 Career Development Program,26383,ZHS1,Special Emphasis Panel ,,,2,,,714937,
9788234,K12,HS,5,N,9/10/2019,9/30/2019,9/29/2020,226,K12HS026395,,RFA-HS-17-012,5K12HS026395-02,AHRQ:673150\,OTHER RESEARCH-RELATED,2019,AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,,NASHVILLE,UNITED STATES,,5,79917897,US,10040927,VANDERBILT UNIVERSITY MEDICAL CENTER,TN,372320011,"The learning healthcare system is designed to ?generate and apply the best evidence for the collaborative healthcare choices of each patient and provider, drive the process of discovery as a natural outgrowth of patient care, and ensure innovation, quality, safety, and value in healthcare.? Vanderbilt is committed to develop a cadre of investigators who are formally trained and well versed in best methods for engaging and improving the learning healthcare system. We propose to establish the Vanderbilt Learning Health System Scholar Program to cross-train future investigators in five core areas of strength: 1) Patient Centered Outcomes Research; 2) Implementation and Dissemination Science; 3) Health Policy/ Community Health 4) Stakeholder Engagement and 5) Bioinformatics and Research methods advancement.",7373715; 9851566 (contact); ,"ROTHMAN, RUSSELL L.; ROUMIE, CHRISTIANNE L. (contact);","BENJAMIN, SHELLEY",9/30/2018,9/29/2023,,Learning Health System Scholar Program at Vanderbilt,26395,ZHS1,Special Emphasis Panel ,,,2,,,673150,
9789894,R18,HS,5,N,9/6/2019,9/30/2019,9/29/2020,226,R18HS026644,,RFA-HS-18-001,5R18HS026644-02,AHRQ:526082\,OTHER RESEARCH-RELATED,2019,AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,,CINCINNATI,UNITED STATES,,1,71284913,US,615001,CINCINNATI CHILDRENS HOSP MED CTR,OH,452293039,"PROJECT NARRATIVE Management of chronic conditions with families is complex and offers a myriad of opportunities for system failures to occur that can lead to patient harm; such failures can have lethal results. We have identified key opportunities to reduce the 2 most egregious harms in this setting?medication errors and treatment delays?in children with two model conditions, type 1 diabetes and autism spectrum disorder. In collaboration with Mad*Pow, an award-winning design firm, and University of Wisconsin Systems Engineering Initiative for Patient Safety, we will redesign processes for management of medications and serious illnesses between the clinic and home, and prepare to disseminate nationally through our networks.",10811473; 9762827 (contact); ,"KIRKENDALL, ERIC STEVEN; WALSH, KATHLEEN ELIZABETH (contact);","PERFETTO, DEBORAH",9/30/2018,9/29/2022,,Ambulatory Pediatric Safety Learning Lab,26644,ZHS1,Special Emphasis Panel ,,,2,,,526082,
9805159,R01,FD,1,N,9/28/2019,9/30/2019,8/31/2020,103,R01FD006352,,RFA-FD-15-001,1R01FD006352-01A1,FDA:130258\,Non-SBIR/STTR RPGs,2019,FOOD AND DRUG ADMINISTRATION,,CINCINNATI,UNITED STATES,,1,71284913,US,615001,CINCINNATI CHILDRENS HOSP MED CTR,OH,452293039,"Project Narrative Pediatric high-grade gliomas (HGG) and diffuse intrinsic pontine gliomas (DIPG) are rare, have a dismal prognosis, underscoring the urgent need to develop novel therapeutic strategies to improve the outcome in children with these malignancies. The proposed phase I and surgical molecular biology study of the BMI-1 inhibitor, PTC596, will be conducted through the Collaborative Network for Neuro-oncology Clinical Trials (CONNECT). The ultimate goal is to use the data derived from this study to optimally design larger frontline studies using PTC596 in combination with radiotherapy and/or other cytotoxic or targeted therapies to improve the overall outcome in these particularly vulnerable groups of patients.",9846801; 7076376 (contact); ,"DRISSI, RACHID ; FOULADI, MARYAM  (contact);","REESE, JAMES",9/30/2019,8/31/2022,,IND:138100. A phase I and surgical cohort Study of PTC596 in newly diagnosed children with DIPG and high-grade gliomas,6352,ZFD1,Special Emphasis Panel ,,A1,1,,,130258,
9831709,I01,VA,1,N,8/9/2019,10/1/2019,9/30/2020,999,I01RX003201,,RFA-RX-18-013,1I01RX003201-01,,Non-SBIR/STTR RPGs,2019,Veterans Affairs,,WEST HAVEN,UNITED STATES,,3,39624291,US,481020,VA CONNECTICUT HEALTHCARE SYSTEM,CT,65162770,"Chronic pain is a major challenge for veterans with nerve and spinal cord injury, traumatic limb amputation, burn injury, and peripheral neuropathy. Current treatments for pain are largely ineffective or only partially effective, and can be addictive, which in turn has contributed to the opioid crisis. Rehabilitation of veterans with chronic pain would be substantially enhanced by the development of more effective, non-addictive treatments for pain. The proposed work will capitalize on a unique platform of induced pluripotent stem cell technology, and access to blood relatives sharing the same pain-causing mutations yet experiencing different degrees of pain, to identify genes that confer resilience to pain and pinpoint novel targets for the development of new treatments for pain. !",9097316; ,"WAXMAN, STEPHEN ;",,10/1/2019,9/30/2023,Afferent Neurons; base; Blood; Burn injury; Candidate Disease Gene; CCR5 gene; Characteristics; chronic pain; Clinic; Closure by clamp; Data; Databases; Detection; Development; Disease model; disease phenotype; effective therapy; Epigenetic Process; Erythromelalgia; exome sequencing; experience; Family; Genes; Genetic; Genetic Models; genetic variant; Goals; Human; human disease; human subject; Individual; Individual Differences; individual variation; induced pluripotent stem cell; Inherited; innovation; ITPR1 gene; kindred; Laboratories; Libraries; limb amputation; Link; Medical; member; Membrane; Modeling; Molecular; mutant; Mutation; Nerve; Neuraxis; Neurons; novel; opioid epidemic; Pain; Pain management; pain signal; painful neuropathy; Patients; Perception; Peripheral; Peripheral Nervous System; Peripheral Nervous System Diseases; Persons; Phenotype; Property; Publishing; Rehabilitation therapy; resilience; RNA Splicing; Role; Shapes; social; Sodium Channel; Spinal cord injury; stem cell technology; System; Therapeutic; transcriptome sequencing; Variant; Veterans; voltage clamp; Work; ,Shaping Pain:The Pain Resilience Project,3201,RRDA,Spinal Cord Injury/Disorders & Neuropathic Pain ,,,1,,,,
9831716,I01,VA,1,N,8/9/2019,10/1/2019,9/30/2020,999,I01RX002969,,RFA-RX-18-013,1I01RX002969-01A2,,Non-SBIR/STTR RPGs,2019,Veterans Affairs,,WEST HAVEN,UNITED STATES,,3,39624291,US,481020,VA CONNECTICUT HEALTHCARE SYSTEM,CT,65162770,"The goal of this study is to unravel the cellular and molecular mechanisms underlying spasticity after SCI, and establish the groundwork for future translational studies in the clinic. Up to 90% of SCI patients, experience clinically significant spasticity, which can disrupt rehabilitation, negatively impact quality-of-life, and worsen other SCI complications. Current spasticity management strategies are palliative, and available treatment options carry high risk for adverse effects due to non-specific action or long-term use, e.g., baclofen, Botox. Thus, a major hurdle facing the development of better treatments for SCI-induced spasticity is a lack of mechanistic insight into how injury leads to disability. Findings from this study would improve our mechanistic understanding of spasticity and advance the field toward clinical application. Finally, this project may yield information that could potentially extend beyond SCI, to conditions such as MS, TBI, and stroke that are also widely prevalent medical issues among US Veterans. !",9097221; ,"TAN, ANDREW MICHAEL;",,10/1/2019,9/30/2023,Address; Adverse effects; Anatomy; Astrocytes; astrogliosis; attenuation; Baclofen; base; behavior test; Botox; Brain; chronic neurologic disease; Clinic; Clinical; clinical application; clinical translation; Clinical Trials; clinically significant; cost; Custom; Dendritic Spines; Dependovirus; Development; disability; Disease; Dose-Limiting; druggable target; Effectiveness; Electrophysiology (science); evidence base; experience; experimental study; FDA approved; flexibility; Future; gene therapy; Goals; H-Reflex; high risk; Human; Hygiene; Image Analysis; improved; In Vitro; in vivo; inhibitor/antagonist; Injury; insight; Investigation; knock-down; Knock-out; Link; Malignant Neoplasms; Measures; Mediating; Medical; Molecular; Monitor; Motor; Motor Neurons; nervous system disorder; Neurons; Output; painful neuropathy; palliative; Pathway interactions; Pharmaceutical Preparations; Pharmacology; Pharmacotherapy; prevent; Proteins; Quality of life; recombinase-mediated cassette exchange; Reflex action; Rehabilitation therapy; Research; restoration; side effect; Signal Transduction; small hairpin RNA; spasticity; Spinal Cord; Spinal cord injury; Spinal cord injury patients; spinal reflex; Stroke; synaptic function; Synaptic plasticity; Tissues; Transgenic Mice; translational study; United States; Veterans; Viral; web site; Work; ,Deconstructing Spasticity after Spinal Cord Injury,2969,RRDA,Spinal Cord Injury/Disorders & Neuropathic Pain ,,A2,1,,,,
9836749,I01,VA,1,N,9/10/2019,10/1/2019,9/30/2020,999,I01HX002961,,RFA-HX-18-020,1I01HX002961-01,,Non-SBIR/STTR RPGs,2019,Veterans Affairs,,SAN FRANCISCO,UNITED STATES,,12,78763885,US,481016,VETERANS AFFAIRS MED CTR SAN FRANCISCO,CA,941211545,Not Required,1927487 (contact); 1894238; ,"OH, DENNIS H (contact); WEINSTOCK, MARTIN A.;",,10/1/2019,3/31/2021,Evaluation; skin disorder; ,Remote and automated evaluation of skin disease,2961,HSN1,Innovation Initiative 1 ,,,1,,,,
